0,0,0,0,0,0,0,0,0.00883161,0,0,0,0,0.19896,0,0,0,0,1.27347,0,0,0,0,0,0,0,0,0,0,0.446263,1.9697,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35534,0,0,0,0
1.81002,0,0,1.1738,0,0,0,3.45831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23755
0,0,0,0.259628,0,0,27.9598,40.4648,0,1.28845,0,0,0,0,0,0,0.780952,0,0,0,2.92738,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28.4686,52.43,0,0.376522,0,0,0,0,0,0,0.547403,0,0,0,0,1.10785,0,0,0,0,0,0,0,0,0,0
0,0,4.7544,2.40221,0,0,0,0,0,0,1.73308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51418,0,0,0,0,0,0
